id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,1077324,0,0,1295,963,1073.25,618.84375,1.063571810722351,0.9729058742523193,0,0,1296,966
1,3860,752,713,61,82,789.75,769.78125,0.9986316561698914,0.9894411563873291,0,0,1296,966
2,5342,695,595,87,89,749.25,679.21875,0.9938798546791077,0.9871556162834167,0,0,1296,966
3,1952,555,65,55,42,587.25,105.65625,0.9934443235397339,0.989827036857605,0,0,1296,966
4,9567,287,288,115,135,303.75,347.15625,0.9929465055465698,0.972881019115448,0,0,1296,966
5,4454,752,535,61,112,789.75,588.65625,0.9923688769340515,0.9888367652893066,0,0,1296,966
6,6200,99,372,98,93,182.25,377.34375,0.9916610717773438,0.9871794581413269,0,0,1296,966
7,3251,601,9,58,69,627.75,45.28125,0.9892960786819458,0.9886746406555176,0,0,1296,966
8,6821,1161,649,90,109,1235.25,739.59375,0.9889311790466309,0.9838404655456543,0,0,1296,966
9,3236,803,633,74,68,870.75,649.03125,0.9885371923446655,0.9858809113502502,0,0,1296,966
10,1762,640,91,52,46,668.25,135.84375,0.9881899356842041,0.9898362755775452,0,0,1296,966
11,6341,311,321,91,102,344.25,347.15625,0.9878981709480286,0.9832916855812073,0,0,1296,966
12,4418,129,656,76,79,182.25,709.40625,0.9878807663917542,0.9833707809448242,0,0,1296,966
13,9713,556,10,136,143,627.75,105.65625,0.9837566614151001,0.9665318727493286,0,0,1296,966
14,2728,1238,623,57,73,1275.75,649.03125,0.9827678203582764,0.98433518409729,0,0,1296,966
15,4364,1253,53,42,122,1275.75,135.84375,0.979967474937439,0.981144905090332,0,0,1296,966
16,949,704,701,61,24,749.25,709.40625,0.9783675074577332,0.9853402972221375,0,0,1296,966
17,2976,716,894,59,71,749.25,920.71875,0.978265106678009,0.9863287806510925,0,0,1296,966
18,2686,734,401,63,54,749.25,437.71875,0.9779210686683655,0.9811807870864868,0,0,1296,966
19,6396,0,861,85,101,20.25,860.34375,0.9771993160247803,0.978035569190979,0,0,1296,966
20,3296,134,498,62,69,141.75,558.46875,0.9758520126342773,0.9816430807113647,0,0,1296,966
21,4337,1248,211,47,153,1275.75,256.59375,0.974556565284729,0.9744816422462463,0,0,1296,966
22,10035,571,861,145,104,668.25,860.34375,0.9742998480796814,0.9681697487831116,0,0,1296,966
23,6705,15,292,81,108,20.25,316.96875,0.9741266965866089,0.971969485282898,0,0,1296,966
24,4086,0,114,73,69,60.75,135.84375,0.9724282622337341,0.9834790825843811,0,0,1296,966
25,20449,696,537,181,258,789.75,739.59375,0.9723571538925171,0.9660096168518066,0,0,1296,966
26,5020,217,623,66,93,263.25,649.03125,0.9719929695129395,0.9785137176513672,0,0,1296,966
27,2970,1258,368,37,101,1275.75,407.53125,0.9704188108444214,0.9822919964790344,0,0,1296,966
28,1123,457,749,43,34,465.75,769.78125,0.9700150489807129,0.9875996708869934,0,0,1296,966
29,3835,345,224,74,78,384.75,226.40625,0.9694387912750244,0.9791183471679688,0,0,1296,966
30,822,369,401,30,34,384.75,407.53125,0.9676616787910461,0.9879518151283264,0,0,1296,966
