id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,1165012,0,0,1295,962,1194.75,860.34375,1.0396267175674438,0.9793164134025574,0,0,1296,966
1,13604,1045,863,177,102,1073.25,950.90625,1.0060975551605225,0.9855653643608093,0,0,1296,966
2,17736,1099,463,177,162,1235.25,528.28125,0.9999047517776489,0.9830584526062012,0,0,1296,966
3,6878,206,784,102,81,263.25,860.34375,0.9955900311470032,0.9868592023849487,0,0,1296,966
4,12800,1073,538,96,194,1154.25,618.84375,0.9903787970542908,0.9838160276412964,0,0,1296,966
5,31128,1057,166,190,230,1073.25,256.59375,0.9879926443099976,0.9848852157592773,0,0,1296,966
6,5059,1240,571,55,121,1275.75,588.65625,0.9873708486557007,0.9823598861694336,0,0,1296,966
7,5792,165,12,91,88,182.25,45.28125,0.9860460758209229,0.98490309715271,0,0,1296,966
8,33070,480,721,249,200,587.25,739.59375,0.9847704172134399,0.9811258316040039,0,0,1296,966
9,1719,932,924,52,41,951.75,950.90625,0.9828523993492126,0.9930555820465088,0,0,1296,966
10,2401,553,515,42,69,587.25,558.46875,0.9814788699150085,0.9793984293937683,0,0,1296,966
11,1972,1144,202,46,55,1154.25,226.40625,0.9799310564994812,0.983919620513916,0,0,1296,966
12,10253,929,348,109,133,1032.75,407.53125,0.9792084097862244,0.9797970056533813,0,0,1296,966
13,2634,1130,113,73,56,1154.25,135.84375,0.9784974455833435,0.9890565872192383,0,0,1296,966
14,1972,626,82,55,59,627.75,135.84375,0.9783167839050293,0.9779005646705627,0,0,1296,966
15,1014,293,717,39,33,303.75,739.59375,0.9769846796989441,0.9833822250366211,0,0,1296,966
16,2785,585,555,57,70,627.75,618.84375,0.9766916632652283,0.9885958433151245,0,0,1296,966
17,1502,372,0,42,39,384.75,15.09375,0.9760457873344421,0.9913907051086426,0,0,1296,966
18,1864,219,613,49,51,263.25,618.84375,0.9758434891700745,0.9845662713050842,0,0,1296,966
19,2928,859,924,125,41,911.25,950.90625,0.9757975339889526,0.9891230463981628,0,0,1296,966
20,1853,506,243,55,43,546.75,256.59375,0.9756394028663635,0.9850106835365295,0,0,1296,966
21,1970,1144,202,72,63,1154.25,256.59375,0.9750518202781677,0.9758915305137634,0,0,1296,966
22,2603,306,859,50,68,344.25,890.53125,0.9745558500289917,0.9873997569084167,0,0,1296,966
23,1508,329,942,79,23,344.25,950.90625,0.9740976691246033,0.9861660003662109,0,0,1296,966
24,5037,424,659,75,99,425.25,709.40625,0.9736672639846802,0.9783890247344971,0,0,1296,966
25,4089,441,925,132,40,546.75,950.90625,0.9728037118911743,0.9820736646652222,0,0,1296,966
26,1355,74,599,39,49,101.25,618.84375,0.9726349115371704,0.9897285103797913,0,0,1296,966
27,18024,1007,0,144,165,1113.75,45.28125,0.9724962711334229,0.9679995775222778,0,0,1296,966
28,2587,371,0,43,82,384.75,75.46875,0.9716358184814453,0.9793814420700073,0,0,1296,966
29,2141,327,113,58,53,344.25,135.84375,0.9709179401397705,0.9810097217559814,0,0,1296,966
30,917,166,482,38,29,182.25,498.09375,0.9704386591911316,0.9870129823684692,0,0,1296,966
31,1541,767,91,110,43,789.75,105.65625,0.9704053401947021,0.9813624620437622,0,0,1296,966
32,3003,0,283,45,80,20.25,316.96875,0.9694461822509766,0.9841532111167908,0,0,1296,966
33,8857,260,437,95,136,344.25,558.46875,0.9691203832626343,0.9649239778518677,0,0,1296,966
34,2894,237,229,65,59,263.25,256.59375,0.9679381847381592,0.9760765433311462,0,0,1296,966
35,1126,379,39,33,44,384.75,45.28125,0.9673306345939636,0.9659686088562012,0,0,1296,966
36,2470,550,118,61,57,587.25,135.84375,0.9669435024261475,0.9696727991104126,0,0,1296,966
37,1921,250,717,39,59,263.25,769.78125,0.966821551322937,0.9855446815490723,0,0,1296,966
38,1234,859,933,63,32,911.25,950.90625,0.9667267799377441,0.9814963936805725,0,0,1296,966
39,2166,342,731,50,59,384.75,739.59375,0.9661610126495361,0.981235682964325,0,0,1296,966
40,948,418,888,32,37,425.25,920.71875,0.9659140110015869,0.9864016771316528,0,0,1296,966
41,773,746,55,29,34,749.25,75.46875,0.9658464789390564,0.9897304177284241,0,0,1296,966
42,2484,498,153,51,74,506.25,196.21875,0.9650862216949463,0.9756875038146973,0,0,1296,966
43,2437,608,19,62,48,627.75,45.28125,0.9642553329467773,0.9841463565826416,0,0,1296,966
44,2756,879,441,65,64,911.25,467.90625,0.9631207585334778,0.9739192724227905,0,0,1296,966
45,2602,302,254,45,77,344.25,286.78125,0.9628605842590332,0.9742131233215332,0,0,1296,966
46,2102,652,0,74,36,708.75,15.09375,0.9622323513031006,0.9797932505607605,0,0,1296,966
47,6022,1239,504,56,189,1275.75,588.65625,0.9613645076751709,0.9636570811271667,0,0,1296,966
48,5138,747,844,91,120,830.25,890.53125,0.9605120420455933,0.9717958569526672,0,0,1296,966
49,9126,1033,366,93,168,1073.25,498.09375,0.9599965810775757,0.9605545997619629,0,0,1296,966
50,1367,429,295,37,47,465.75,316.96875,0.9596365690231323,0.9869186282157898,0,0,1296,966
51,2468,0,594,50,69,20.25,618.84375,0.9592759609222412,0.9775460958480835,0,0,1296,966
52,744,0,246,23,36,20.25,256.59375,0.9589749574661255,0.9933244585990906,0,0,1296,966
53,802,115,588,31,33,141.75,588.65625,0.9583919048309326,0.9802225232124329,0,0,1296,966
54,1487,253,314,39,52,263.25,347.15625,0.9578428268432617,0.9819999933242798,0,0,1296,966
55,409,790,155,26,21,789.75,166.03125,0.9566274881362915,0.980629563331604,0,0,1296,966
56,2071,869,487,115,66,951.75,498.09375,0.9555814862251282,0.9770554304122925,0,0,1296,966
57,1973,753,780,185,34,830.25,799.96875,0.9554693698883057,0.9749248027801514,0,0,1296,966
58,894,0,0,32,35,20.25,15.09375,0.9552779197692871,0.9866814613342285,0,0,1296,966
59,1060,278,596,33,40,303.75,618.84375,0.9542800784111023,0.9757009148597717,0,0,1296,966
60,2242,697,807,58,63,708.75,860.34375,0.9534052014350891,0.9653356671333313,0,0,1296,966
61,1054,451,379,30,42,465.75,377.34375,0.9523829817771912,0.9821596145629883,0,0,1296,966
62,2825,54,240,62,60,60.75,256.59375,0.9522160291671753,0.9698774218559265,0,0,1296,966
63,1119,112,742,37,40,141.75,769.78125,0.9511064291000366,0.9805653691291809,0,0,1296,966
64,2935,531,512,64,74,546.75,528.28125,0.951016902923584,0.9730639457702637,0,0,1296,966
65,449,301,650,27,18,303.75,649.03125,0.9504542350769043,0.9911699891090393,0,0,1296,966
66,306,410,197,18,20,425.25,196.21875,0.9499149918556213,0.9870967864990234,0,0,1296,966
67,3706,1228,897,67,68,1275.75,920.71875,0.9497755169868469,0.9697291851043701,0,0,1296,966
68,10998,943,669,73,259,951.75,860.34375,0.9483219385147095,0.9629133343696594,0,0,1296,966
69,586,140,866,26,29,141.75,890.53125,0.9482721090316772,0.9763513803482056,0,0,1296,966
70,888,380,186,28,41,384.75,196.21875,0.9475089907646179,0.9887892603874207,0,0,1296,966
71,1782,112,626,52,41,141.75,649.03125,0.9475036263465881,0.9718387722969055,0,0,1296,966
72,512,255,898,24,26,263.25,920.71875,0.9461501836776733,0.9750000238418579,0,0,1296,966
73,570,1098,75,27,29,1113.75,75.46875,0.9460664987564087,0.9775086641311646,0,0,1296,966
74,805,1098,477,33,34,1113.75,498.09375,0.9455777406692505,0.977886974811554,0,0,1296,966
75,5222,512,848,96,72,587.25,860.34375,0.94553542137146,0.956367015838623,0,0,1296,966
76,772,301,375,29,35,303.75,377.34375,0.9453068971633911,0.97567218542099,0,0,1296,966
