id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,79029,840,473,439,244,1060.0,596.25,1.0241202116012573,0.9596191644668579,0,0,1280,720
1,240839,340,4,616,645,900.0,438.75,1.0117838382720947,0.9662405848503113,0,0,1280,720
2,48903,497,510,631,207,1100.0,618.75,1.0049915313720703,0.9581716656684875,0,0,1280,720
3,27903,1133,105,146,232,1180.0,213.75,1.004113793373108,0.989198625087738,0,0,1280,720
4,7198,376,0,108,108,380.0,56.25,1.002070426940918,0.9855032563209534,0,0,1280,720
5,15787,1093,0,186,120,1220.0,78.75,1.0002655982971191,0.9891113042831421,0,0,1280,720
6,60719,0,306,308,411,260.0,506.25,0.997830867767334,0.9849076271057129,0,0,1280,720
7,10170,0,635,176,84,20.0,708.75,0.9971744418144226,0.9769701957702637,0,0,1280,720
8,3751,278,0,102,50,300.0,11.25,0.992922842502594,0.9865115284919739,0,0,1280,720
9,43876,1096,0,183,337,1260.0,236.25,0.9918549060821533,0.9839819073677063,0,0,1280,720
10,1425,0,0,48,41,20.0,11.25,0.9908149242401123,0.9867411255836487,0,0,1280,720
11,7181,0,187,119,84,100.0,236.25,0.9869890809059143,0.9845325350761414,0,0,1280,720
12,47723,0,376,307,282,20.0,528.75,0.984197199344635,0.9745405912399292,0,0,1280,720
13,46829,841,510,268,207,1020.0,618.75,0.9836902022361755,0.962388277053833,0,0,1280,720
14,17075,161,493,207,150,180.0,573.75,0.9836544990539551,0.9789735674858093,0,0,1280,720
15,19676,19,299,241,201,60.0,303.75,0.9836217164993286,0.97516930103302,0,0,1280,720
16,1235,198,288,41,44,220.0,303.75,0.9821473360061646,0.988727867603302,0,0,1280,720
17,10949,280,0,204,107,420.0,78.75,0.981701135635376,0.9814563393592834,0,0,1280,720
18,5710,298,367,84,110,300.0,393.75,0.9803898334503174,0.9779781699180603,0,0,1280,720
19,1605,802,125,49,53,820.0,168.75,0.9801412224769592,0.9833024144172668,0,0,1280,720
20,8189,945,347,112,117,1020.0,371.25,0.9793293476104736,0.9745844602584839,0,0,1280,720
21,11120,21,124,164,170,100.0,146.25,0.9791818261146545,0.969600260257721,0,0,1280,720
22,3238,81,585,83,81,100.0,618.75,0.9775735139846802,0.980428159236908,0,0,1280,720
23,3802,0,0,44,187,20.0,123.75,0.9775046110153198,0.9603297114372253,0,0,1280,720
24,12126,0,245,457,59,100.0,281.25,0.9754968881607056,0.9758104085922241,0,0,1280,720
