id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,481826,0,0,524,963,344.25,920.71875,1.0619148015975952,0.9852160811424255,0,0,1296,966
1,1115773,0,0,1295,963,789.75,316.96875,1.0229308605194092,0.9590408802032471,0,0,1296,966
2,3724,1108,744,138,35,1113.75,769.78125,1.0021469593048096,0.9901254177093506,0,0,1296,966
3,633340,506,0,789,962,789.75,618.84375,0.999014139175415,0.9508280754089355,0,0,1296,966
4,3907,446,464,70,74,465.75,528.28125,0.996237576007843,0.9900662302970886,0,0,1296,966
5,1508,679,59,52,38,708.75,75.46875,0.9940313100814819,0.988793671131134,0,0,1296,966
6,6222,365,575,81,104,425.25,618.84375,0.9940224289894104,0.9867475628852844,0,0,1296,966
7,2718,990,750,115,32,1073.25,769.78125,0.9933663010597229,0.9883126616477966,0,0,1296,966
8,2334,491,377,52,58,506.25,407.53125,0.9917107224464417,0.9927288293838501,0,0,1296,966
9,1699,665,3,40,54,668.25,45.28125,0.9893003702163696,0.9778037667274475,0,0,1296,966
10,11814,532,254,130,125,546.75,316.96875,0.9879119992256165,0.9815451502799988,0,0,1296,966
11,10780,595,360,108,159,668.25,467.90625,0.9867041707038879,0.982231616973877,0,0,1296,966
12,7144,1178,635,93,97,1235.25,679.21875,0.9852159023284912,0.9800415635108948,0,0,1296,966
13,2327,555,380,60,55,587.25,407.53125,0.9847131371498108,0.9850618839263916,0,0,1296,966
14,2021,539,466,46,57,546.75,498.09375,0.9842478632926941,0.9916420578956604,0,0,1296,966
15,1577,630,66,45,48,668.25,75.46875,0.9834269285202026,0.9892473220825195,0,0,1296,966
16,5643,631,3,100,111,668.25,45.28125,0.9817553758621216,0.9665388464927673,0,0,1296,966
17,1958,968,841,86,47,1032.75,860.34375,0.9815402626991272,0.9823142886161804,0,0,1296,966
18,11742,446,377,169,161,506.25,498.09375,0.9780040979385376,0.9664991497993469,0,0,1296,966
19,4263,1073,480,38,180,1073.25,618.84375,0.9772034287452698,0.9795586466789246,0,0,1296,966
20,2432,949,711,89,67,951.75,769.78125,0.97698575258255,0.9865140914916992,0,0,1296,966
21,2782,63,793,52,76,101.25,830.15625,0.9754689335823059,0.9804548621177673,0,0,1296,966
22,1614,992,446,27,71,992.25,498.09375,0.9753504991531372,0.9901356101036072,0,0,1296,966
23,547,658,137,28,23,668.25,135.84375,0.9750056862831116,0.9908925294876099,0,0,1296,966
24,862,81,270,34,31,101.25,286.78125,0.97434401512146,0.9861591458320618,0,0,1296,966
25,6491,990,744,255,38,1073.25,769.78125,0.9727482795715332,0.9824239611625671,0,0,1296,966
26,2763,0,163,52,68,20.25,196.21875,0.972597599029541,0.9824498295783997,0,0,1296,966
27,881,530,890,36,30,546.75,920.71875,0.9723639488220215,0.9820022583007812,0,0,1296,966
28,4248,300,596,69,84,344.25,618.84375,0.9721168875694275,0.9767062664031982,0,0,1296,966
29,1260,1172,474,71,40,1194.75,498.09375,0.9712953567504883,0.9803459048271179,0,0,1296,966
30,1034,168,208,43,31,182.25,226.40625,0.9708051681518555,0.9713740348815918,0,0,1296,966
31,682,738,742,33,27,749.25,739.59375,0.9706335067749023,0.9839416146278381,0,0,1296,966
32,1378,939,456,47,60,951.75,467.90625,0.9705213308334351,0.9884726405143738,0,0,1296,966
33,1434,215,891,45,45,222.75,920.71875,0.9700046181678772,0.9820317625999451,0,0,1296,966
34,1283,1256,240,39,44,1275.75,256.59375,0.9692473411560059,0.9891473054885864,0,0,1296,966
35,2000,0,471,31,88,20.25,528.28125,0.9690374732017517,0.9787338972091675,0,0,1296,966
36,2480,218,134,50,143,222.75,166.03125,0.9689944386482239,0.9816440343856812,0,0,1296,966
37,1847,1115,351,46,56,1154.25,377.34375,0.9688736200332642,0.9796028137207031,0,0,1296,966
38,856,571,899,32,32,587.25,920.71875,0.9686319231987,0.9826187491416931,0,0,1296,966
39,2043,592,717,51,54,627.75,739.59375,0.9669181108474731,0.9902629256248474,0,0,1296,966
40,1643,1194,920,56,45,1235.25,950.90625,0.9663814306259155,0.971188485622406,0,0,1296,966
41,2168,966,621,112,40,992.25,618.84375,0.9661450982093811,0.9722474813461304,0,0,1296,966
42,1026,6,745,30,46,20.25,769.78125,0.9656001329421997,0.958055317401886,0,0,1296,966
43,2295,134,0,58,44,182.25,15.09375,0.9649362564086914,0.9848746657371521,0,0,1296,966
44,2930,837,21,102,90,911.25,105.65625,0.9648547172546387,0.964417576789856,0,0,1296,966
45,1538,230,13,50,42,263.25,45.28125,0.9644502401351929,0.9769821166992188,0,0,1296,966
46,2919,530,863,73,74,546.75,920.71875,0.9643192291259766,0.9796679019927979,0,0,1296,966
47,1186,1272,18,23,66,1275.75,45.28125,0.9639546871185303,0.9824561476707458,0,0,1296,966
48,5260,845,804,91,103,911.25,890.53125,0.9631454944610596,0.9783264398574829,0,0,1296,966
49,2993,731,812,68,65,749.25,830.15625,0.9628775119781494,0.9805280566215515,0,0,1296,966
50,3575,118,849,73,66,182.25,890.53125,0.9617829322814941,0.9808917045593262,0,0,1296,966
51,1092,1153,126,45,35,1154.25,135.84375,0.9613242149353027,0.9792418479919434,0,0,1296,966
52,1516,1024,891,46,43,1032.75,920.71875,0.9606635570526123,0.9830065369606018,0,0,1296,966
53,785,340,401,30,35,344.25,407.53125,0.9601877927780151,0.9747793078422546,0,0,1296,966
54,370,84,6,22,20,101.25,15.09375,0.9583203792572021,0.9813829660415649,0,0,1296,966
55,1032,343,560,33,43,344.25,588.65625,0.9580979347229004,0.971319317817688,0,0,1296,966
56,1409,609,856,39,47,627.75,860.34375,0.9573551416397095,0.9810126423835754,0,0,1296,966
57,1074,721,44,40,36,749.25,75.46875,0.9571709632873535,0.9806094169616699,0,0,1296,966
58,7560,1210,100,85,115,1235.25,135.84375,0.9567022323608398,0.9763398766517639,0,0,1296,966
59,9226,1195,296,100,129,1235.25,347.15625,0.9565185308456421,0.9706478714942932,0,0,1296,966
60,1769,1105,111,48,51,1113.75,135.84375,0.9563479423522949,0.978151261806488,0,0,1296,966
61,689,567,863,23,36,587.25,890.53125,0.9556361436843872,0.9814019799232483,0,0,1296,966
62,8362,544,132,106,122,587.25,166.03125,0.9553489685058594,0.968474268913269,0,0,1296,966
63,4023,953,138,64,146,992.25,196.21875,0.954967737197876,0.9653151035308838,0,0,1296,966
64,10765,1205,6,90,210,1235.25,166.03125,0.9548971652984619,0.9669255614280701,0,0,1296,966
65,1576,87,480,45,44,101.25,498.09375,0.9548299312591553,0.9792713522911072,0,0,1296,966
66,850,899,170,24,50,911.25,196.21875,0.9541640281677246,0.9848307967185974,0,0,1296,966
67,1018,165,394,30,44,182.25,407.53125,0.9536613821983337,0.954807698726654,0,0,1296,966
68,1305,39,196,41,42,60.75,226.40625,0.9530539512634277,0.9587087035179138,0,0,1296,966
69,8697,758,325,126,97,830.25,377.34375,0.952202558517456,0.9637738466262817,0,0,1296,966
70,563,1152,587,20,32,1154.25,618.84375,0.9521733522415161,0.9806337952613831,0,0,1296,966
71,4117,637,790,73,78,668.25,799.96875,0.9519274234771729,0.9743773937225342,0,0,1296,966
72,711,195,508,30,27,222.75,528.28125,0.9513189196586609,0.9874476790428162,0,0,1296,966
73,965,236,851,38,35,263.25,860.34375,0.950846254825592,0.9785056114196777,0,0,1296,966
74,1251,327,0,37,41,344.25,15.09375,0.950194239616394,0.9817894101142883,0,0,1296,966
75,8635,758,271,126,151,830.25,407.53125,0.9497377872467041,0.96189284324646,0,0,1296,966
76,12220,756,837,196,119,870.75,890.53125,0.9483824372291565,0.9537355303764343,0,0,1296,966
77,2068,252,733,61,45,263.25,739.59375,0.9480383396148682,0.9691358208656311,0,0,1296,966
78,1861,1055,820,99,33,1113.75,830.15625,0.9476838111877441,0.9750398397445679,0,0,1296,966
79,988,353,344,33,40,384.75,377.34375,0.947476327419281,0.955089807510376,0,0,1296,966
