id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,1109465,0,0,1295,964,708.75,709.40625,1.065187692642212,0.9673771858215332,0,0,1296,966
1,51792,697,712,245,251,830.25,950.90625,1.0035526752471924,0.9841169714927673,0,0,1296,966
2,3234,89,783,64,63,141.75,830.15625,0.9880204200744629,0.9892241358757019,0,0,1296,966
3,857,414,287,33,32,425.25,286.78125,0.9865999817848206,0.9907299876213074,0,0,1296,966
4,2198,1230,4,52,60,1275.75,15.09375,0.9857165813446045,0.9842413067817688,0,0,1296,966
5,1890,1124,432,50,56,1154.25,467.90625,0.9840086102485657,0.9853479862213135,0,0,1296,966
6,9151,408,640,118,120,506.25,679.21875,0.9810727834701538,0.9805152416229248,0,0,1296,966
7,1455,681,180,59,32,708.75,196.21875,0.9809791445732117,0.9897330403327942,0,0,1296,966
8,9738,639,518,144,91,668.25,528.28125,0.9798151254653931,0.9744369983673096,0,0,1296,966
9,3191,5,480,59,73,20.25,498.09375,0.9783723950386047,0.986292839050293,0,0,1296,966
10,2458,1080,635,56,54,1113.75,679.21875,0.9766205549240112,0.9858585596084595,0,0,1296,966
11,1179,45,344,38,39,60.75,347.15625,0.9754916429519653,0.9848101139068604,0,0,1296,966
12,17385,156,661,142,187,222.75,830.15625,0.9746701717376709,0.9682989120483398,0,0,1296,966
13,433,336,773,10,43,344.25,769.78125,0.9741227626800537,0.9908046126365662,0,0,1296,966
14,2113,604,924,63,41,627.75,950.90625,0.9739639163017273,0.9850116968154907,0,0,1296,966
15,38069,922,716,223,247,1032.75,830.15625,0.9736566543579102,0.96108478307724,0,0,1296,966
16,2156,326,390,56,55,344.25,437.71875,0.9733071327209473,0.9797794222831726,0,0,1296,966
17,14784,1099,29,143,167,1113.75,166.03125,0.9733027219772339,0.9714038372039795,0,0,1296,966
18,1217,1103,404,36,43,1113.75,437.71875,0.9728092551231384,0.9837000966072083,0,0,1296,966
